indicatorSlug,indicatorTitle,indicatorDescription,descriptionlen,indicatorCategory,parent,unit,datasource,visible_on_platform,updateFreq,used_for_model,District Level Aggregation,License,adminLevel,cumulativeIndicator,State (Owned),dataSourceLink,IDS_dataSpace,Comments
mean-cn,Mean Curve Number,Curve Numbers help in estimation of Surface runoff,50,Hazard,Hazard,,GCN250,n,annually,n,,MIT License,tehsil,,,,https://civicdataspace.in/datasets/3b4970ba-beb7-461c-915b-618535fd52a8,
elevation-mean,Mean Elevation,This indicates the elevation of the selected area from mean sea level.,70,Hazard,Hazard,m,NASADEM,y,one-time,y,mean,,tehsil,,,,https://civicdataspace.in/datasets/856a8f02-90f0-4af1-8534-62a9731299ce,30-May: Round off 2 decimal points
slope-mean,Mean slope,Mean slope of the region,24,Hazard,Hazard,degrees,NASADEM,y,one-time,y,,,tehsil,,,,https://civicdataspace.in/datasets/856a8f02-90f0-4af1-8534-62a9731299ce,
drainage-density,Drainage density,Drainage density is a measurement of the sum of the channel lengths per unit area,81,Hazard,Hazard,km / sq.km,NASADEM,y,annually,y,mean,,tehsil,,,,https://civicdataspace.in/datasets/856a8f02-90f0-4af1-8534-62a9731299ce,"30-May: Remove variable from platform (may be used for model, but not shown on platform)"
distance-from-river-mean,Average Distance From a River,This is the average distance of the selected region from the nearest river,74,Hazard,Hazard,km,WRIS,y,,y,,,tehsil,,,,https://civicdataspace.in/datasets/a59afb9a-7003-4b72-b66f-4cff680a5ebf,
mean-ndbi,Mean NDBI,Mean Normalised Difference Building Index (NDBI) value for the region,69,Hazard,Hazard,Ratio,SENTINEL,,,,,Creative Commons CC BY-SA 3.0 IGO,tehsil,,,,https://civicdataspace.in/datasets/e1f0295b-a0f3-4921-9449-f87cb689c794,
exposure,Exposure,"The people, infrastructure, housing, production capacities, and other tangible human assets located in hazard-prone areas",121,Exposure,Overall Flood Risk,Score,,y,,,,,tehsil,,,,,
total-hhd,Total Number of Households,This is the total number of households as assets.,49,Exposure,Exposure,,MISSION ANTYODAYA 2020,y,annually,y,sum,GODL,tehsil,,,,https://civicdataspace.in/datasets/0fe407db-7204-4c3b-8478-a02ebe060f20,"30-May: no unit, round off (no decimals)"
sum-population,Population,This is the total number of people residing in the region,57,Exposure,Exposure,,WORLDPOP,y,annually,y,sum,Creative Commons Attribution 4.0 International License,tehsil,,,,https://civicdataspace.in/datasets/1e30a465-ac3a-4c16-96d2-3f25264e9432,"30-May: Remove population (not necessary since households number takes care of it)
 Keep sex ratio: add a row for this - no unit, round off to 2 decimal points | 30-May: Remove population (not necessary since households number takes care of it)
Keep sex ratio: add a row for this - no unit, round off to 2 decimal points"
vulnerability,Vulnerability,The socio-economic and environmental vulnerabilities which can increase the impact of a hazard on a community. Also includes actual disaster impact as losses and damages.,170,Vulnerability,Overall Flood Risk,Score,MODEL,y,,,mean,,tehsil,,,,,"30-May: Add ""Score"""
total-livestock-loss,Livestock Lost,This is the sum of all livestock types lost in disaster events,62,Vulnerability,Vulnerability,Count,HPSDMA,y,monthly,y,sum,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
schools-damaged,Schools Damaged,This is the number of schools damaged normalised against total number of schools,80,Vulnerability,Vulnerability,Count,HPSDMA,y,monthly,y,sum,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
person-dead,Human Lives Lost,"This is the number of lives lost, normalised against population",63,Vulnerability,Vulnerability,Count,HPSDMA,y,monthly,y,sum,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
person-major-injury,People with major injuries,"This is the number of injured people, normalised against population",67,Vulnerability,Vulnerability,Count,HPSDMA,y,monthly,y,sum,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
structure-lost,Built Structures Lost,"This is the number of built structures lost, normalised against population",74,Vulnerability,Vulnerability,Count,HPSDMA,y,monthly,y,sum,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
health-centres-lost,Health Centres Lost,"THis is the number of health centres lost, normalised against area population",77,Vulnerability,Vulnerability,Count,HPSDMA,y,monthly,y,sum,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
total-infrastructure-damage,Total Infrastructure Damage,"This is the total number roads, bridges and embankments damaged",63,Vulnerability,Vulnerability,Number,HPSDMA,y,monthly,n,sum,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
roadlength,Length of Roads Damaged in ULB's,"This is the length of roads damaged, normalised against total road length in the region",87,Vulnerability,Vulnerability,km,HPSDMA,y,monthly,y,sum,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
avg-electricity,Average Availablity of Domestic Electricity,This is the average number of hours of domestic electricity available daily,75,Vulnerability,Vulnerability,hours,MISSION ANTYODAYA 2020,y,annually,y,mean,GODL,tehsil,,,,https://civicdataspace.in/datasets/0fe407db-7204-4c3b-8478-a02ebe060f20,
tehsil-piped-hhds-pct,Percentage of Households with Piped Water Connection,This is a percentage of households with piped water connection,62,Vulnerability,Vulnerability,Ratio,MISSION ANTYODAYA 2020,y,annually,y,mean,GODL,tehsil,,,,https://civicdataspace.in/datasets/0fe407db-7204-4c3b-8478-a02ebe060f20,
tehsil-nosanitation-hhds-pct,Percentage of Households Without Sanitation Facilities,This is the percentage of households without sanitation facilities,66,Vulnerability,Vulnerability,Ratio,MISSION ANTYODAYA 2020,y,annually,y,mean,GODL,tehsil,,,,https://civicdataspace.in/datasets/0fe407db-7204-4c3b-8478-a02ebe060f20,
sum-aged-population,Elderly Population,This is the number of people of ages greater than or equal to 65,64,Vulnerability,Vulnerability,Number,WORLDPOP,y,annually,y,sum,Creative Commons Attribution 4.0 International License,tehsil,,,,https://civicdataspace.in/datasets/1e30a465-ac3a-4c16-96d2-3f25264e9432,
sum-young-population,Children Population,This is the number of people of ages less than or equal to 5,60,Vulnerability,Vulnerability,Number,WORLDPOP,y,annually,,,Creative Commons Attribution 4.0 International License,tehsil,,,,https://civicdataspace.in/datasets/1e30a465-ac3a-4c16-96d2-3f25264e9432,
health-centres-count,Number of Health Centres,This is the number of health centres in the region,50,Vulnerability,Exposure,Number,BHARATMAPS,n,annually,n,sum,,tehsil,,,,https://civicdataspace.in/datasets/8dd7c6af-6c52-48e0-9daa-75ff7b8c0e89,"30-May: no units, round off - no decimal point"
schools-count,Number of Schools,This is the number of Schools in the region,43,Vulnerability,Exposure,Number,BHARATMAPS,y,annually,y,sum,,tehsil,,,,https://civicdataspace.in/datasets/8dd7c6af-6c52-48e0-9daa-75ff7b8c0e89,
rail-length,Length of Rail in the Region,This is the length of rail in the region,40,Vulnerability,Exposure,km,BHARATMAPS,y,annually,y,sum,,tehsil,,,,https://civicdataspace.in/datasets/8dd7c6af-6c52-48e0-9daa-75ff7b8c0e89,
road-length,Length of Road,This is the length of road in the region,40,Vulnerability,Exposure,km,BHARATMAPS,y,annually,y,sum,,tehsil,,,,https://civicdataspace.in/datasets/8dd7c6af-6c52-48e0-9daa-75ff7b8c0e89,
net-sown-area-in-hac,Net Sown Area,This is the total sown area in the region,41,Vulnerability,Exposure,hectares,MISSION ANTYODAYA 2020,y,annually,y,sum,GODL,tehsil,,,,https://civicdataspace.in/datasets/0fe407db-7204-4c3b-8478-a02ebe060f20,
mean-sex-ratio,Mean Sex Ratio,This is the number females per 1000 males,41,Vulnerability,Exposure,Ratio,WORLDPOP,y,annually,y,mean,Creative Commons Attribution 4.0 International License,tehsil,,,,https://civicdataspace.in/datasets/1e30a465-ac3a-4c16-96d2-3f25264e9432,
avg-tele,Average availablity of telecom services,Average availablity of telecom services,39,Vulnerability,Vulnerability,category,MISSION ANTYODAYA 2020,n,monthly,n,,GODL,tehsil,,,,https://civicdataspace.in/datasets/0fe407db-7204-4c3b-8478-a02ebe060f20,
financial-vulnerability-index,Financial Vulnerability Index,The financial capital was assessed by per capita household income and working to non-working members ratio. Equal weightage is given to both the indicators.,156,Vulnerability,Vulnerability,Score,HPSDMA,y,,y,,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
social-vulnerability-index,Social Vulnerability Index,"A measure of social networks and institutions from where households gain social security at the time of need, stress or shock.",127,Vulnerability,Vulnerability,Score,HPSDMA,y,,y,,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
natural-vulnerability-index,Natural Vulnerability Index,"A composite indicator that is a measure of access to NTFP, fuel wood and fodder, and land ownership. Equal weightage was given to these sub-indicators.",151,Vulnerability,Vulnerability,Score,HPSDMA,y,,y,,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
human-vulnerability-index,Human Vulnerability Index,"This index is based on three indicators- the highest education level in the household, dependency ratio and presence of members with disability or terminal illness.",164,Vulnerability,Vulnerability,Score,HPSDMA,y,,y,,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
physical-vulnerability-index,Physical Vulnerability Index,A composite indicator that measures the private physical assets as well as public infrastructure and services,109,Vulnerability,Vulnerability,Score,HPSDMA,y,,y,,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
composite-vulnerability-index,Composite Vulnerability Index,,0,Vulnerability,Vulnerability,Score,HPSDMA,y,,y,,,tehsil,,,,https://civicdataspace.in/datasets/c3a600db-15f0-4e1a-b93e-c1736483ecf7,
government-response,Government Response,"This is the amount of resources as funding available to authorities, helping them respond to a disaster event effectively. For example, procurement or SDRF allocations.",168,Government Response,Overall Flood Risk,Score,MODEL,y,,,,,tehsil,,,,,"30-May: Add ""Score"""
total-tender-awarded-value,Total Flood Tenders Value,This is the total value of flood related tenders,48,Government Response,Government Response,INR,https://hptenders.gov.in/,y,monthly,y,sum,,tehsil,total-tender-awarded-value-fy-cumsum,,,https://civicdataspace.in/datasets/bc2e34ba-21ce-496e-8462-518bdb0965db,"30-May: Add Total Number of Flood Related Tenders above
 No unit | 30-May: Add Total Number of Flood Related Tenders above
No unit"
lwss-tenders-awarded-value,Flood Tenders granted under SOPD Scheme: Total value,This gives information of total value of tenders that were granted under SOPD (State Owned Priority Development Scheme),119,Government Response,Government Response,INR,https://hptenders.gov.in/,n,monthly,n,sum,,tehsil,sopd-tenders-awarded-value-fy-cumsum,,,https://civicdataspace.in/datasets/bc2e34ba-21ce-496e-8462-518bdb0965db,
sdrf-tenders-awarded-value,Flood Tenders Under SDRF : Total value,This is the total value of tenders that are tagged under State Disaster Response Fund,85,Government Response,Government Response,INR,https://hptenders.gov.in/,y,monthly,n,sum,,tehsil,sdrf-tenders-awarded-value-fy-cumsum,,,https://civicdataspace.in/datasets/bc2e34ba-21ce-496e-8462-518bdb0965db,
ndrf-tenders-awarded-value,Flood Tenders Under NDRF: Total value,This gives information of total value of tenders that were granted under National Disaster Response Fund,104,Government Response,Government Response,INR,https://hptenders.gov.in/,n,monthly,n,sum,,tehsil,ndrf-tenders-awarded-value-fy-cumsum,,,https://civicdataspace.in/datasets/bc2e34ba-21ce-496e-8462-518bdb0965db,
sdmf-tenders-awarded-value,Flood Tenders Under SDMF: Total value,This gives information of total value of tenders that were granted under State Disaster Mitigation Fund,103,Government Response,Government Response,INR,https://hptenders.gov.in/,n,monthly,n,sum,,tehsil,sdmf-tenders-awarded-value-fy-cumsum,,,https://civicdataspace.in/datasets/bc2e34ba-21ce-496e-8462-518bdb0965db,
wss-tenders-awarded-value,Flood Tenders Under WSS: Total value,This gives information of total value of tenders that were granted under Water Supply Scheme Fund,97,Government Response,Government Response,INR,https://hptenders.gov.in/,n,monthly,n,sum,,tehsil,wss-tenders-awarded-value-fy-cumsum,,,https://civicdataspace.in/datasets/bc2e34ba-21ce-496e-8462-518bdb0965db,
restoration-measures-tenders-awarded-value,Repairs and Restoration Flood Tenders : Total Value,This is the total value of all tenders that are tagged towards Repair Restoration Measures,90,Government Response,Government Response,INR,https://hptenders.gov.in/,y,monthly,n,sum,,tehsil,restoration-measures-tenders-awarded-value-fy-cumsum,,,https://civicdataspace.in/datasets/bc2e34ba-21ce-496e-8462-518bdb0965db,"30-May: Add ""Total Value of Flood Tenders for Preparedness"""
immediate-measures-tenders-awarded-value,Immediate Measure Flood Tenders : Total Value,This is the total value of tenders that are tagged as Immediate Measures,72,Government Response,Government Response,INR,https://hptenders.gov.in/,y,monthly,y,sum,,tehsil,immediate-measures-tenders-awarded-value-fy-cumsum,,,https://civicdataspace.in/datasets/bc2e34ba-21ce-496e-8462-518bdb0965db,
others-tenders-awarded-value,Other Flood Tenders : Total value of Non restoration and Preparedness tenders,This is the total value of flood tenders that could not be tagged to a specific disaster relief activity,104,Government Response,Government Response,INR,https://hptenders.gov.in/,y,monthly,n,sum,,tehsil,others-tenders-awarded-value-fy-cumsum,,,https://civicdataspace.in/datasets/bc2e34ba-21ce-496e-8462-518bdb0965db,
relief-and-mitigation-sanction-value,Disaster relief and mitigation funds : Total Value (not available at Tehsil level),"Total value of funds received under SDRF, SDMF and NDRF funds received, as extracted from SEC meeting documents",111,Government Response,Government Response,INR,https://hpsdma.nic.in/Index1.aspx?lid=5328&lsid=8974&pid=8973&lev=3&langid=1,y,monthly,y,sum,,district,relief-and-mitigation-sanction-value-fy-cumsum,,,,
preparedness-measures-tenders-awarded-value,Preparedness Measures Flood Tenders : Total Value,This is the total value of all tenders that are tagged towards Preparedness,75,Government Response,Government Response,INR,,y,monthly,n,sum,,tehsil,preparedness-measures-tenders-awarded-value-fy-cumsum,,,,
total-tender-awarded-value-fy-cumsum,,,,Government Response,Government Response,INR,,n,monthly,n,sum,,tehsil,,,,,
lwss-tenders-awarded-value-fy-cumsum,,,,Government Response,Government Response,INR,,n,monthly,n,sum,,tehsil,,,,,
sdrf-tenders-awarded-value-fy-cumsum,,,,Government Response,Government Response,INR,,n,monthly,n,sum,,tehsil,,,,,
ndrf-tenders-awarded-value-fy-cumsum,,,,Government Response,Government Response,INR,,n,monthly,n,sum,,tehsil,,,,,
sdmf-tenders-awarded-value-fy-cumsum,,,,Government Response,Government Response,INR,,n,monthly,n,sum,,tehsil,,,,,
wss-tenders-awarded-value-fy-cumsum,,,,Government Response,Government Response,INR,,n,monthly,n,sum,,tehsil,,,,,
restoration-measures-tenders-awarded-value-fy-cumsum,Total Value of Flood Tenders for Repairs and Restoration,This variable gives sum of all tenders that are flagged as Restoration Measures,,Government Response,Government Response,INR,,n,monthly,n,sum,,tehsil,,,,,
immediate-measures-tenders-awarded-value-fy-cumsum,,,,Government Response,Government Response,INR,,n,monthly,n,sum,,tehsil,,,,,
others-tenders-awarded-value-fy-cumsum,Total value of flood tenders related to Others,"Every flood related tender is flagged as either ""Preparedness"", ""Immediate Measure"" or ""Other"" based on key words. This column gives sum of all tenders that are flagged as Other",,Government Response,Government Response,INR,,n,monthly,n,sum,,tehsil,,,,,
relief-and-mitigation-sanction-value-fy-cumsum,Total Value of Flood Tenders for Immediate Measures,This variable gives sum of all tenders that are flagged as Immediate Measures,,Government Response,Government Response,INR,,n,monthly,n,sum,,tehsil,,,,,
preparedness-measures-tenders-awarded-value-fy-cumsum,,,,Government Response,Government Response,INR,,n,monthly,n,sum,,tehsil,,,,,
sdrf-sanctions-awarded-value-fy-cumsum,Total value of funds allocated through SDRF during SEC meetings,Total value of SDRF funds sanctioned at the district level.,59,Government Response,Government Response,INR,SEC meeting minutes,,,,,,,,,,,NEEDS VERIFICATION: source row had shifted/misaligned columns in Sheet export; used_for_model/adminLevel/etc unconfirmed
